"causabas","capitulo_cid10","grupo_cid10","causabas_categoria","causabas_subcategoria"
"R842"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico","R84 Achados anormais de material proveniente dos órgãos respiratórios e do tórax","R842 Achados anormais de material proveniente dos órgãos respiratórios e do tórax - nível anormal de outras drogas, medicamentos e substâncias biológicas"
"R843"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico","R84 Achados anormais de material proveniente dos órgãos respiratórios e do tórax","R843 Achados anormais de material proveniente dos órgãos respiratórios e do tórax - nível anormal de substâncias cuja origem é essencialmente não medicinal"
"R844"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico","R84 Achados anormais de material proveniente dos órgãos respiratórios e do tórax","R844 Achados anormais de material proveniente dos órgãos respiratórios e do tórax - achados imunológicos anormais"
"R845"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico","R84 Achados anormais de material proveniente dos órgãos respiratórios e do tórax","R845 Achados anormais de material proveniente dos órgãos respiratórios e do tórax - achados microbiológicos anormais"
"R846"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico","R84 Achados anormais de material proveniente dos órgãos respiratórios e do tórax","R846 Achados anormais de material proveniente dos órgãos respiratórios e do tórax - achados citológicos anormais"
"R847"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico","R84 Achados anormais de material proveniente dos órgãos respiratórios e do tórax","R847 Achados anormais de material proveniente dos órgãos respiratórios e do tórax - achados histológicos anormais"
"R848"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico","R84 Achados anormais de material proveniente dos órgãos respiratórios e do tórax","R848 Achados anormais de material proveniente dos órgãos respiratórios e do tórax - outros achados anormais"
"R849"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico","R84 Achados anormais de material proveniente dos órgãos respiratórios e do tórax","R849 Achados anormais de material proveniente dos órgãos respiratórios e do tórax - achado anormal não especificado"
"R850"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico","R85 Achados anormais de material proveniente dos órgãos digestivos e da cavidade abdominal","R850 Achados anormais de material proveniente dos órgãos digestivos e da cavidade abdominal - nível enzimático anormal"
"R851"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico","R85 Achados anormais de material proveniente dos órgãos digestivos e da cavidade abdominal","R851 Achados anormais de material proveniente dos órgãos digestivos e da cavidade abdominal - nível hormonal anormal"
"R852"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico","R85 Achados anormais de material proveniente dos órgãos digestivos e da cavidade abdominal","R852 Achados anormais de material proveniente dos órgãos digestivos e da cavidade abdominal - nível anormal de outras drogas, medicamentos e substâncias biológicas"
"R853"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico","R85 Achados anormais de material proveniente dos órgãos digestivos e da cavidade abdominal","R853 Achados anormais de material proveniente dos órgãos digestivos e da cavidade abdominal - nível anormal de substâncias cuja origem é essencialmente não medicinal"
"R854"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico","R85 Achados anormais de material proveniente dos órgãos digestivos e da cavidade abdominal","R854 Achados anormais de material proveniente dos órgãos digestivos e da cavidade abdominal - achados imunológicos anormais"
"R855"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico","R85 Achados anormais de material proveniente dos órgãos digestivos e da cavidade abdominal","R855 Achados anormais de material proveniente dos órgãos digestivos e da cavidade abdominal - achados microbiológicos anormais"
"R856"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico","R85 Achados anormais de material proveniente dos órgãos digestivos e da cavidade abdominal","R856 Achados anormais de material proveniente dos órgãos digestivos e da cavidade abdominal - achados citológicos anormais"
"R857"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico","R85 Achados anormais de material proveniente dos órgãos digestivos e da cavidade abdominal","R857 Achados anormais de material proveniente dos órgãos digestivos e da cavidade abdominal - achados histológicos anormais"
"R858"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico","R85 Achados anormais de material proveniente dos órgãos digestivos e da cavidade abdominal","R858 Achados anormais de material proveniente dos órgãos digestivos e da cavidade abdominal - outros achados anormais"
"R859"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico","R85 Achados anormais de material proveniente dos órgãos digestivos e da cavidade abdominal","R859 Achados anormais de material proveniente dos órgãos digestivos e da cavidade abdominal - achado anormal não especificado"
"R860"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico","R86 Achados anormais de material proveniente dos órgãos genitais masculinos","R860 Achados anormais de material proveniente dos órgãos genitais masculinos - nível enzimático anormal"
"R861"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico","R86 Achados anormais de material proveniente dos órgãos genitais masculinos","R861 Achados anormais de material proveniente dos órgãos genitais masculinos - nível hormonal anormal"
"R862"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico","R86 Achados anormais de material proveniente dos órgãos genitais masculinos","R862 Achados anormais de material proveniente dos órgãos genitais masculinos - nível anormal de outras drogas, medicamentos e substâncias biológicas"
"R863"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico","R86 Achados anormais de material proveniente dos órgãos genitais masculinos","R863 Achados anormais de material proveniente dos órgãos genitais masculinos - nível anormal de substâncias cuja origem é essencialmente não medicinal"
"R864"," XVIII - Sintomas, sinais e achados anormais de exames clínicos e de laboratório, não classificados em outra parte","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico","R86 Achados anormais de material proveniente dos órgãos genitais masculinos","R864 Achados anormais de material proveniente dos órgãos genitais masculinos - achados imunológicos anormais"
