"causabas","capitulo_cid10","grupo_cid10","causabas_categoria"
"S54"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S54 Traumatismo de nervos ao nível do antebraço"
"S55"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S55 Traumatismo de vasos sanguíneos ao nível do antebraço"
"S56"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S56 Traumatismo do músculo e tendão ao nível do antebraço"
"S57"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S57 Lesão por esmagamento do antebraço"
"S58"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S58 Amputação traumática do cotovelo e do antebraço"
"S59"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do cotovelo e do antebraço","S59 Outros traumatismos do antebraço e os não especificados"
"S60"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S60 Traumatismo superficial do punho e da mão"
"S61"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S61 Ferimento do punho e da mão"
"S62"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S62 Fratura ao nível do punho e da mão"
"S63"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S63 Luxação, entorse e distensão das articulações e dos ligamentos ao nível do punho e da mão"
"S64"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S64 Traumatismo de nervos ao nível do punho e da mão"
"S65"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S65 Traumatismo de vasos sanguíneos ao nível do punho e da mão"
"S66"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S66 Traumatismo de músculo e tendão ao nível do punho e da mão"
"S67"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S67 Lesão por esmagamento do punho e da mão"
"S68"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S68 Amputação traumática ao nível do punho e da mão"
"S69"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S69 Outros traumatismos e os não especificados do punho e da mão"
"S70"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do quadril e da coxa","S70 Traumatismo superficial do quadril e da coxa"
"S71"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do quadril e da coxa","S71 Ferimento do quadril e da coxa"
"S72"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do quadril e da coxa","S72 Fratura do fêmur"
"S73"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do quadril e da coxa","S73 Luxação, entorse e distensão da articulação e dos ligamentos do quadril"
"S74"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do quadril e da coxa","S74 Traumatismo de nervos ao nível do quadril e da coxa"
"S75"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do quadril e da coxa","S75 Traumatismo de vasos sanguíneos ao nível do quadril e da coxa"
"S76"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do quadril e da coxa","S76 Traumatismo de músculo e de tendão ao nível do quadril e da coxa"
"S77"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do quadril e da coxa","S77 Lesão por esmagamento do quadril e da coxa"
"S78"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do quadril e da coxa","S78 Amputação traumática do quadril e da coxa"
"S79"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do quadril e da coxa","S79 Outros traumatismos e os não especificados do quadril e da coxa"
"S80"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do joelho e da perna","S80 Traumatismo superficial da perna"
"S81"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do joelho e da perna","S81 Ferimento da perna"
"S82"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do joelho e da perna","S82 Fratura da perna, incluindo tornozelo"
"S83"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do joelho e da perna","S83 Luxação, entorse e distensão das articulações e dos ligamentos do joelho"
"S84"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do joelho e da perna","S84 Traumatismo de nervos periféricos da perna"
"S85"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do joelho e da perna","S85 Traumatismo de vasos sanguíneos da perna"
"S86"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do joelho e da perna","S86 Traumatismos de músculo e de tendão ao nível da perna"
"S87"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do joelho e da perna","S87 Traumatismo por esmagamento da perna"
"S88"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do joelho e da perna","S88 Amputação traumática da perna"
"S89"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do joelho e da perna","S89 Outros traumatismos e os não especificados da perna"
"S90"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do tornozelo e do pé","S90 Traumatismo superficial do tornozelo e do pé"
"S91"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do tornozelo e do pé","S91 Ferimentos do tornozelo e do pé"
"S92"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do tornozelo e do pé","S92 Fratura do pé (exceto do tornozelo)"
"S93"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do tornozelo e do pé","S93 Luxação, entorse e distensão das articulações e dos ligamentos ao nível do tornozelo e do pé"
"S94"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do tornozelo e do pé","S94 Traumatismo dos nervos ao nível do tornozelo e do pé"
"S95"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do tornozelo e do pé","S95 Traumatismo de vasos sanguíneos ao nível do tornozelo e do pé"
"S96"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do tornozelo e do pé","S96 Traumatismos do músculo e tendão ao nível do tornozelo e do pé"
"S97"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do tornozelo e do pé","S97 Lesão por esmagamento do tornozelo e do pé"
"S98"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do tornozelo e do pé","S98 Amputação traumática do tornozelo e do pé"
"S99"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do tornozelo e do pé","S99 Outros traumatismos e os não especificados do tornozelo e do pé"
"T00"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos envolvendo múltiplas regiões do corpo","T00 Traumatismos superficiais envolvendo múltiplas regiões do corpo"
"T01"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos envolvendo múltiplas regiões do corpo","T01 Ferimentos envolvendo múltiplas regiões do corpo"
"T02"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos envolvendo múltiplas regiões do corpo","T02 Fraturas envolvendo múltiplas regiões do corpo"
"T03"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos envolvendo múltiplas regiões do corpo","T03 Luxações, entorses e distensões envolvendo regiões múltiplas do corpo"
"T04"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos envolvendo múltiplas regiões do corpo","T04 Traumatismos por esmagamento envolvendo múltiplas regiões do corpo"
"T05"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos envolvendo múltiplas regiões do corpo","T05 Amputações traumáticas envolvendo múltiplas regiões do corpo"
"T06"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos envolvendo múltiplas regiões do corpo","T06 Outros traumatismos envolvendo regiões múltiplas do corpo, não classificados em outra parte"
"T07"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos envolvendo múltiplas regiões do corpo","T07 Traumatismos múltiplos não especificados"
"T08"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos de localização não especificada do tronco, membro ou outra região do corpo","T08 Fratura da coluna, nível não especificado"
"T09"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos de localização não especificada do tronco, membro ou outra região do corpo","T09 Outros traumatismos de coluna e tronco, nível não especificado"
"T10"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos de localização não especificada do tronco, membro ou outra região do corpo","T10 Fratura do membro superior, nível não especificado"
