"causabas","grupo_cid10"
"R161","Sintomas e sinais relativos ao aparelho digestivo e ao abdome"
"R162","Sintomas e sinais relativos ao aparelho digestivo e ao abdome"
"R17","Sintomas e sinais relativos ao aparelho digestivo e ao abdome"
"R18","Sintomas e sinais relativos ao aparelho digestivo e ao abdome"
"R190","Sintomas e sinais relativos ao aparelho digestivo e ao abdome"
"R191","Sintomas e sinais relativos ao aparelho digestivo e ao abdome"
"R192","Sintomas e sinais relativos ao aparelho digestivo e ao abdome"
"R193","Sintomas e sinais relativos ao aparelho digestivo e ao abdome"
"R194","Sintomas e sinais relativos ao aparelho digestivo e ao abdome"
"R195","Sintomas e sinais relativos ao aparelho digestivo e ao abdome"
"R196","Sintomas e sinais relativos ao aparelho digestivo e ao abdome"
"R198","Sintomas e sinais relativos ao aparelho digestivo e ao abdome"
"R200","Sintomas e sinais relativos à pele e ao tecido subcutâneo"
"R201","Sintomas e sinais relativos à pele e ao tecido subcutâneo"
"R202","Sintomas e sinais relativos à pele e ao tecido subcutâneo"
"R203","Sintomas e sinais relativos à pele e ao tecido subcutâneo"
"R208","Sintomas e sinais relativos à pele e ao tecido subcutâneo"
"R21","Sintomas e sinais relativos à pele e ao tecido subcutâneo"
"R220","Sintomas e sinais relativos à pele e ao tecido subcutâneo"
"R221","Sintomas e sinais relativos à pele e ao tecido subcutâneo"
"R222","Sintomas e sinais relativos à pele e ao tecido subcutâneo"
"R223","Sintomas e sinais relativos à pele e ao tecido subcutâneo"
"R224","Sintomas e sinais relativos à pele e ao tecido subcutâneo"
"R227","Sintomas e sinais relativos à pele e ao tecido subcutâneo"
"R229","Sintomas e sinais relativos à pele e ao tecido subcutâneo"
"R230","Sintomas e sinais relativos à pele e ao tecido subcutâneo"
"R231","Sintomas e sinais relativos à pele e ao tecido subcutâneo"
"R232","Sintomas e sinais relativos à pele e ao tecido subcutâneo"
"R233","Sintomas e sinais relativos à pele e ao tecido subcutâneo"
"R234","Sintomas e sinais relativos à pele e ao tecido subcutâneo"
"R238","Sintomas e sinais relativos à pele e ao tecido subcutâneo"
"R250","Sintomas e sinais relativos aos sistemas nervoso e osteomuscular"
"R251","Sintomas e sinais relativos aos sistemas nervoso e osteomuscular"
"R252","Sintomas e sinais relativos aos sistemas nervoso e osteomuscular"
"R253","Sintomas e sinais relativos aos sistemas nervoso e osteomuscular"
"R258","Sintomas e sinais relativos aos sistemas nervoso e osteomuscular"
"R260","Sintomas e sinais relativos aos sistemas nervoso e osteomuscular"
"R261","Sintomas e sinais relativos aos sistemas nervoso e osteomuscular"
"R262","Sintomas e sinais relativos aos sistemas nervoso e osteomuscular"
"R268","Sintomas e sinais relativos aos sistemas nervoso e osteomuscular"
"R270","Sintomas e sinais relativos aos sistemas nervoso e osteomuscular"
"R278","Sintomas e sinais relativos aos sistemas nervoso e osteomuscular"
"R290","Sintomas e sinais relativos aos sistemas nervoso e osteomuscular"
"R291","Sintomas e sinais relativos aos sistemas nervoso e osteomuscular"
"R292","Sintomas e sinais relativos aos sistemas nervoso e osteomuscular"
"R293","Sintomas e sinais relativos aos sistemas nervoso e osteomuscular"
"R294","Sintomas e sinais relativos aos sistemas nervoso e osteomuscular"
"R296","Sintomas e sinais relativos aos sistemas nervoso e osteomuscular"
"R298","Sintomas e sinais relativos aos sistemas nervoso e osteomuscular"
"R300","Sintomas e sinais relativos ao aparelho urinário"
"R301","Sintomas e sinais relativos ao aparelho urinário"
"R309","Sintomas e sinais relativos ao aparelho urinário"
"R31","Sintomas e sinais relativos ao aparelho urinário"
"R32","Sintomas e sinais relativos ao aparelho urinário"
"R33","Sintomas e sinais relativos ao aparelho urinário"
"R34","Sintomas e sinais relativos ao aparelho urinário"
"R35","Sintomas e sinais relativos ao aparelho urinário"
"R36","Sintomas e sinais relativos ao aparelho urinário"
"R390","Sintomas e sinais relativos ao aparelho urinário"
"R391","Sintomas e sinais relativos ao aparelho urinário"
"R392","Sintomas e sinais relativos ao aparelho urinário"
"R398","Sintomas e sinais relativos ao aparelho urinário"
"R400","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R401","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R402","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R410","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R411","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R412","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R413","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R418","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R42","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R430","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R431","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R432","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R438","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R440","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R441","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R442","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R443","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R448","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R450","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R451","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R452","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R453","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R454","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R455","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R456","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R457","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R458","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R460","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R461","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R462","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R463","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R464","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R465","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R466","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R467","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R468","Sintomas e sinais relativos à cognição, à percepção, ao estado emocional e ao comportamento"
"R470","Sintomas e sinais relativos à fala e à voz"
"R471","Sintomas e sinais relativos à fala e à voz"
"R478","Sintomas e sinais relativos à fala e à voz"
"R480","Sintomas e sinais relativos à fala e à voz"
"R481","Sintomas e sinais relativos à fala e à voz"
"R482","Sintomas e sinais relativos à fala e à voz"
"R488","Sintomas e sinais relativos à fala e à voz"
"R490","Sintomas e sinais relativos à fala e à voz"
"R491","Sintomas e sinais relativos à fala e à voz"
"R492","Sintomas e sinais relativos à fala e à voz"
"R498","Sintomas e sinais relativos à fala e à voz"
"R508","Sintomas e sinais gerais"
"R509","Sintomas e sinais gerais"
"R51","Sintomas e sinais gerais"
"R520","Sintomas e sinais gerais"
"R521","Sintomas e sinais gerais"
"R522","Sintomas e sinais gerais"
"R529","Sintomas e sinais gerais"
"R53","Sintomas e sinais gerais"
"R54","Sintomas e sinais gerais"
"R55","Sintomas e sinais gerais"
"R560","Sintomas e sinais gerais"
"R568","Sintomas e sinais gerais"
"R570","Sintomas e sinais gerais"
"R571","Sintomas e sinais gerais"
"R578","Sintomas e sinais gerais"
"R579","Sintomas e sinais gerais"
"R58","Sintomas e sinais gerais"
"R590","Sintomas e sinais gerais"
"R591","Sintomas e sinais gerais"
"R599","Sintomas e sinais gerais"
"R600","Sintomas e sinais gerais"
"R601","Sintomas e sinais gerais"
"R609","Sintomas e sinais gerais"
"R610","Sintomas e sinais gerais"
"R611","Sintomas e sinais gerais"
"R619","Sintomas e sinais gerais"
"R620","Sintomas e sinais gerais"
"R628","Sintomas e sinais gerais"
"R629","Sintomas e sinais gerais"
"R630","Sintomas e sinais gerais"
"R631","Sintomas e sinais gerais"
"R632","Sintomas e sinais gerais"
"R633","Sintomas e sinais gerais"
"R634","Sintomas e sinais gerais"
"R635","Sintomas e sinais gerais"
"R638","Sintomas e sinais gerais"
"R64","Sintomas e sinais gerais"
"R680","Sintomas e sinais gerais"
"R681","Sintomas e sinais gerais"
"R682","Sintomas e sinais gerais"
"R683","Sintomas e sinais gerais"
"R688","Sintomas e sinais gerais"
"R69","Sintomas e sinais gerais"
"R700","Achados anormais de exames de sangue, sem diagnóstico"
"R701","Achados anormais de exames de sangue, sem diagnóstico"
"R71","Achados anormais de exames de sangue, sem diagnóstico"
"R72","Achados anormais de exames de sangue, sem diagnóstico"
"R740","Achados anormais de exames de sangue, sem diagnóstico"
"R748","Achados anormais de exames de sangue, sem diagnóstico"
"R749","Achados anormais de exames de sangue, sem diagnóstico"
"R75","Achados anormais de exames de sangue, sem diagnóstico"
"R760","Achados anormais de exames de sangue, sem diagnóstico"
"R761","Achados anormais de exames de sangue, sem diagnóstico"
"R762","Achados anormais de exames de sangue, sem diagnóstico"
"R768","Achados anormais de exames de sangue, sem diagnóstico"
"R769","Achados anormais de exames de sangue, sem diagnóstico"
"R770","Achados anormais de exames de sangue, sem diagnóstico"
"R771","Achados anormais de exames de sangue, sem diagnóstico"
"R772","Achados anormais de exames de sangue, sem diagnóstico"
"R778","Achados anormais de exames de sangue, sem diagnóstico"
"R779","Achados anormais de exames de sangue, sem diagnóstico"
"R786","Achados anormais de exames de sangue, sem diagnóstico"
"R787","Achados anormais de exames de sangue, sem diagnóstico"
"R788","Achados anormais de exames de sangue, sem diagnóstico"
"R789","Achados anormais de exames de sangue, sem diagnóstico"
"R790","Achados anormais de exames de sangue, sem diagnóstico"
"R798","Achados anormais de exames de sangue, sem diagnóstico"
"R799","Achados anormais de exames de sangue, sem diagnóstico"
"R80","Achados anormais de exames de urina, sem diagnóstico"
"R81","Achados anormais de exames de urina, sem diagnóstico"
"R820","Achados anormais de exames de urina, sem diagnóstico"
"R821","Achados anormais de exames de urina, sem diagnóstico"
"R822","Achados anormais de exames de urina, sem diagnóstico"
"R823","Achados anormais de exames de urina, sem diagnóstico"
"R824","Achados anormais de exames de urina, sem diagnóstico"
"R825","Achados anormais de exames de urina, sem diagnóstico"
"R826","Achados anormais de exames de urina, sem diagnóstico"
"R827","Achados anormais de exames de urina, sem diagnóstico"
"R828","Achados anormais de exames de urina, sem diagnóstico"
"R829","Achados anormais de exames de urina, sem diagnóstico"
"R830","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico"
"R831","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico"
"R832","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico"
"R833","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico"
"R834","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico"
"R835","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico"
"R836","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico"
"R837","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico"
"R838","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico"
"R839","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico"
"R840","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico"
"R841","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico"
"R842","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico"
"R843","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico"
"R844","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico"
"R845","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico"
"R846","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico"
"R847","Achados anormais de exames e de outros líquidos, substâncias e tecidos do corpo, sem diagnóstico"
