"causabas","capitulo_cid10","grupo_cid10","causabas_categoria"
"S626"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S62.6 Fratura de outros dedos"
"S627"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S62.7 Fraturas múltiplas de dedo(s)"
"S628"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S62.8 Fratura de outras partes e de partes não especificadas do punho e da mão"
"S630"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S63.0 Luxação do punho"
"S631"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S63.1 Luxação do dedo"
"S632"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S63.2 Luxações múltiplas dos dedos"
"S633"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S63.3 Ruptura traumática de ligamento(s) do punho e do carpo"
"S634"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S63.4 Ruptura traumática do ligamento do dedo nas articulações metacarpofalangianas e interfalangianas"
"S635"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S63.5 Entorse e distensão do punho"
"S636"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S63.6 Entorse e distensão do(s) dedo(s)"
"S637"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S63.7 Entorse e distensão de outras partes e das não especificadas da mão"
"S640"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S64.0 Traumatismo do nervo cubital [ulnar] ao nível do punho e da mão"
"S641"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S64.1 Traumatismo do nervo mediano ao nível do punho e da mão"
"S642"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S64.2 Traumatismo do nervo radial ao nível do punho e da mão"
"S643"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S64.3 Traumatismo do nervo digital do polegar"
"S644"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S64.4 Traumatismo do nervo digital de outro dedo"
"S647"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S64.7 Traumatismo de múltiplos nervos ao nível de punho e da mão"
"S648"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S64.8 Traumatismo de outros nervos ao nível do punho e da mão"
"S649"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S64.9 Traumatismo de nervo não especificado ao nível do punho e da mão"
"S650"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S65.0 Traumatismo da artéria cubital [ulnar] ao nível do punho e da mão"
"S651"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S65.1 Traumatismo da artéria radial ao nível do punho e da mão"
"S652"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S65.2 Traumatismo do arco palmar superficial"
"S653"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S65.3 Traumatismo do arco palmar profundo"
"S654"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S65.4 Traumatismo de vaso(s) sangüíneo(s) do polegar"
"S655"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S65.5 Traumatismo de vaso(s) sangüíneo(s) de outro dedo"
"S657"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S65.7 Traumatismo de vasos sangüíneos múltiplos ao nível de punho e da mão"
"S658"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S65.8 Traumatismo de outros vasos sangüíneos ao nível do punho e de mão"
"S659"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S65.9 Traumatismo de vaso sangüíneo não especificado ao nível do punho e da mão"
"S660"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S66.0 Traumatismo do músculo flexor longo e tendão do polegar ao nível do punho e da mão"
"S661"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S66.1 Traumatismo do músculo flexor e tendão de outro dedo ao nível do punho e da mão"
"S662"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S66.2 Traumatismo do músculo extensor e tendão do polegar ao nível do punho e da mão"
"S663"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S66.3 Traumatismo do músculo extensor e tendão de outro dedo ao nível do punho e da mão"
"S664"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S66.4 Traumatismo do músculo intrínseco e tendão do polegar ao nível do punho e da mão"
"S665"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S66.5 Traumatismo do músculo intrínseco e tendão de outro dedo ao nível do punho e da mão"
"S666"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S66.6 Traumatismo de músculos flexores e tendões múltiplos ao nível do punho e da mão"
"S667"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S66.7 Traumatismo de músculos extensores e tendões múltiplos ao nível do punho e da mão"
"S668"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S66.8 Traumatismo de outros músculos e tendões ao nível do punho e da mão"
"S669"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S66.9 Traumatismo de músculo e tendão não especificado ao nível do punho e da mão"
"S670"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S67.0 Lesão por esmagamento do polegar e de outro(s) dedo(s)"
"S678"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S67.8 Lesão por esmagamento de outras partes e das não especificadas do punho e da mão"
"S680"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S68.0 Amputação traumática do polegar (completa) (parcial)"
"S681"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S68.1 Amputação traumática de um outro dedo apenas (completa) (parcial)"
"S682"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S68.2 Amputação traumática de dois ou mais dedos somente (completa) (parcial)"
"S683"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S68.3 Amputação traumática combinada de (partes de) dedo(s) associada a outras partes do punho e da mão"
"S684"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S68.4 Amputação traumática da mão ao nível do punho"
"S688"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S68.8 Amputação traumática de outras partes do punho e da mão"
"S689"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S68.9 Amputação traumática do punho e da mão, nível não especificado"
"S697"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S69.7 Traumatismos múltiplos do punho e da mão"
"S698"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S69.8 Outros traumatismos especificados do punho e da mão"
"S699"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do punho e da mão","S69.9 Traumatismo não especificados do punho e da mão"
"S700"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do quadril e da coxa","S70.0 Contusão do quadril"
"S701"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do quadril e da coxa","S70.1 Contusão da coxa"
"S707"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do quadril e da coxa","S70.7 Traumatismos superficiais múltiplos do quadril e da coxa"
"S708"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do quadril e da coxa","S70.8 Outros traumatismos superficiais do quadril e da coxa"
"S709"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do quadril e da coxa","S70.9 Traumatismo superficial não especificado do quadril e da coxa"
"S710"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do quadril e da coxa","S71.0 Ferimento do quadril"
"S711"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do quadril e da coxa","S71.1 Ferimento da coxa"
"S717"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do quadril e da coxa","S71.7 Ferimentos múltiplos do quadril e da coxa"
"S718"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do quadril e da coxa","S71.8 Ferimentos de outras partes e das não especificadas da cintura pélvica"
"S720"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do quadril e da coxa","S72.0 Fratura do colo do fêmur"
"S721"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do quadril e da coxa","S72.1 Fratura pertrocantérica"
"S722"," XIX - Lesões, envenenamento e algumas outras consequências de causas externas","Traumatismos do quadril e da coxa","S72.2 Fratura subtrocantérica"
